content_raw,content_clean,language,account_type,account_category,post_type,retweet,source_file,provisional_label,keyword_hits,strong_hits,medium_hits,reject_hits,strong_hit_count,medium_hit_count,reject_hit_count,match_score,final_label,review_decision,review_notes
Big bank stocks all head sharply lower as market slumps 2  XJO ausecon ausbiz goo.gltbIWGA @TheMotleyFoolAu http://t.co/YHC1jFdWNf,Big bank stocks all head sharply lower as market slumps 2 XJO ausecon ausbiz goo.gltbIWGA,English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bmarket\\b', '\\bstocks\\b', '\\bbank\\b']","['\\bmarket\\b', '\\bstocks\\b']",['\\bbank\\b'],[],2,1,0,28,,,
For-profit company receives approval to acquire majority stake in Watertown hospital  #business,For-profit company receives approval to acquire majority stake in Watertown hospital #business,English,local,NewsFeed,,0,IRAhandle_tweets_5.csv,Economy & Business,"['\\bbusiness\\b', '\\bprofit\\b', '\\bcompany\\b']","['\\bbusiness\\b', '\\bprofit\\b']",['\\bcompany\\b'],[],2,1,0,28,,,
Guinea-Bissau president confirms new prime minister: decree  #news,Guinea-Bissau president confirms new prime minister: decree #news,English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Politics & Governance,"['\\bpresident\\b', '\\bprime minister\\b', '\\bminister\\b']","['\\bpresident\\b', '\\bprime minister\\b']",['\\bminister\\b'],[],2,1,0,27,,,
House votes to undo Obama immigration actions  #news,House votes to undo Obama immigration actions #news,English,local,NewsFeed,,0,IRAhandle_tweets_7.csv,Politics & Governance,"['\\bvotes\\b', '\\bimmigration\\b', '\\bobama\\b']","['\\bvotes\\b', '\\bimmigration\\b']",['\\bobama\\b'],[],2,1,0,27,,,
Pending U.N. vote on Iran deal irks Congress  #news,Pending U.N. vote on Iran deal irks Congress #news,English,local,NewsFeed,,0,IRAhandle_tweets_7.csv,Politics & Governance,"['\\bvote\\b', '\\bcongress\\b', '\\biran\\b']","['\\bvote\\b', '\\bcongress\\b']",['\\biran\\b'],[],2,1,0,27,,,
Portugal president names Socialist leader as prime minister  #world #news,Portugal president names Socialist leader as prime minister #world #news,English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Politics & Governance,"['\\bpresident\\b', '\\bprime minister\\b', '\\bminister\\b']","['\\bpresident\\b', '\\bprime minister\\b']",['\\bminister\\b'],[],2,1,0,27,,,
Serbia's prime minister asks parliament to sack defense minister  #news,Serbia's prime minister asks parliament to sack defense minister #news,English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Politics & Governance,"['\\bparliament\\b', '\\bprime minister\\b', '\\bminister\\b']","['\\bparliament\\b', '\\bprime minister\\b']",['\\bminister\\b'],[],2,1,0,27,,,
"WHAT DO YOU THINK OF PRESIDENT TRUMP? @realDonaldTrump  HAPPY THANKSGIVING, your Country is starting to do really well. Jobs coming back, highest Stock Market EVER, Military getting really strong, we will build the WALL, V.A. taking care of our Vets, great Supreme Court Justice,","WHAT DO YOU THINK OF PRESIDENT TRUMP? HAPPY THANKSGIVING, your Country is starting to do really well. Jobs coming back, highest Stock Market EVER, Military getting really strong, we will build the WALL, V.A. taking care of our Vets, great Supreme Court Justice,",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Economy & Business,"['\\bmarket\\b', '\\bstock\\b', '\\bjobs\\b']","['\\bmarket\\b', '\\bstock\\b', '\\bjobs\\b']",[],['\\bpresident\\b'],3,0,1,26,,,
"Putting Pelosi/Schumer Liberal Puppet Jones into office in Alabama would hurt our great Republican Agenda of low on taxes, tough on crime, strong on military and borders...&amp; so much more. Look at your 401-k’s since Election. Highest Stock Market EVER! Jobs are roaring back!","Putting Pelosi/Schumer Liberal Puppet Jones into office in Alabama would hurt our great Republican Agenda of low on taxes, tough on crime, strong on military and borders...and so much more. Look at your 401-k’s since Election. Highest Stock Market EVER! Jobs are roaring back!",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Economy & Business,"['\\bmarket\\b', '\\bstock\\b', '\\bjobs\\b']","['\\bmarket\\b', '\\bstock\\b', '\\bjobs\\b']",[],['\\belection\\b'],3,0,1,26,,,
VIRAL : Trump Voter Implores President “Use the Powers We Gave You” https://t.co/qZcx7OjihF https://t.co/qgIfLAV4Wk,VIRAL : Trump Voter Implores President “Use the Powers We Gave You”,English,Right,RightTroll,,0,IRAhandle_tweets_1.csv,Politics & Governance,"['\\bvoter\\b', '\\bpresident\\b', '\\btrump\\b']","['\\bvoter\\b', '\\bpresident\\b']",['\\btrump\\b'],[],2,1,0,26,,,
Apple remains in dark on how FBI hacked iPhone without help  #politics,Apple remains in dark on how FBI hacked iPhone without help #politics,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\biphone\\b', '\\bhacked\\b', '\\bapple\\b']","['\\biphone\\b', '\\bhacked\\b']",['\\bapple\\b'],[],2,1,0,26,,,
Feds drop iPhone-hacking fight with Apple in San Bernardino terror probe  https://t.co/EO9xQcrzlW https://t.co/QdG77jbwin,Feds drop iPhone-hacking fight with Apple in San Bernardino terror probe,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\biphone\\b', '\\bhacking\\b', '\\bapple\\b']","['\\biphone\\b', '\\bhacking\\b']",['\\bapple\\b'],[],2,1,0,26,,,
Apple urges organ donation via new iPhone software https://t.co/nO0AWBesNh,Apple urges organ donation via new iPhone software,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\biphone\\b', '\\bsoftware\\b', '\\bapple\\b']","['\\biphone\\b', '\\bsoftware\\b']",['\\bapple\\b'],[],2,1,0,26,,,
Publix donates food to high school students in need https://t.co/BQLwZs3ag1 \| https://t.co/1KPXto2HfW https://t.co/xncV6mqDoI,Publix donates food to high school students in need \|,English,local,NewsFeed,,0,IRAhandle_tweets_1.csv,Society & Health,"['\\bschool\\b', '\\bstudents\\b', '\\bfood\\b']","['\\bschool\\b', '\\bstudents\\b']",['\\bfood\\b'],[],2,1,0,26,,,
"Corporate America's problem: Falling profit, revenue  #business","Corporate America's problem: Falling profit, revenue #business",English,local,NewsFeed,,0,IRAhandle_tweets_5.csv,Economy & Business,"['\\bbusiness\\b', '\\bprofit\\b', '\\brevenue\\b']","['\\bbusiness\\b', '\\bprofit\\b']",['\\brevenue\\b'],[],2,1,0,26,,,
Asian stocks higher as investors await central banks  #business,Asian stocks higher as investors await central banks #business,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Economy & Business,"['\\bbusiness\\b', '\\bstocks\\b', '\\bbanks\\b']","['\\bbusiness\\b', '\\bstocks\\b']",['\\bbanks\\b'],[],2,1,0,26,,,
Low oil prices are a sinking feeling for some Wisconsin companies  #business,Low oil prices are a sinking feeling for some Wisconsin companies #business,English,local,NewsFeed,,0,IRAhandle_tweets_5.csv,Economy & Business,"['\\bbusiness\\b', '\\bprices\\b', '\\bcompanies\\b']","['\\bbusiness\\b', '\\bprices\\b']",['\\bcompanies\\b'],[],2,1,0,26,,,
JPMorgan's profits fall 2 percent; bank beats expectations  #business,JPMorgan's profits fall 2 percent; bank beats expectations #business,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Economy & Business,"['\\bbusiness\\b', '\\bprofits\\b', '\\bbank\\b']","['\\bbusiness\\b', '\\bprofits\\b']",['\\bbank\\b'],[],2,1,0,26,,,
#BREAKING Chase kicks off bank earnings: Stock up 1% premarket on profit rise http://t.co/rjVUTCWL90,#BREAKING Chase kicks off bank earnings: Stock up 1% premarket on profit rise,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Economy & Business,"['\\bstock\\b', '\\bprofit\\b', '\\bbank\\b']","['\\bstock\\b', '\\bprofit\\b']",['\\bbank\\b'],[],2,1,0,26,,,
China Stocks Head for Bear Market as Rate Cut Fails to Stop Rout via @DavidLyonFX @GonzaPatricia19 @george_chen http://t.co/dZNuegbvB5,China Stocks Head for Bear Market as Rate Cut Fails to Stop Rout via,English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bmarket\\b', '\\bstocks\\b', '\\brate\\b']","['\\bmarket\\b', '\\bstocks\\b']",['\\brate\\b'],[],2,1,0,26,,,
"Ohio picks charter school rating plan that will likely ""hurt"" weak sponsors and schools #news https://t.co/WPFnVaHwGD","Ohio picks charter school rating plan that will likely ""hurt"" weak sponsors and schools #news",English,local,NewsFeed,,0,IRAhandle_tweets_6.csv,Society & Health,"['\\bschool\\b', '\\bschools\\b']","['\\bschool\\b', '\\bschools\\b']",[],[],2,0,0,25,,,
Former South Allegheny Teacher Accused Of Inappropriately Texting 2nd Student  #news,Former South Allegheny Teacher Accused Of Inappropriately Texting 2nd Student #news,English,local,NewsFeed,,0,IRAhandle_tweets_8.csv,Society & Health,"['\\bstudent\\b', '\\bteacher\\b']","['\\bstudent\\b', '\\bteacher\\b']",[],[],2,0,0,25,,,
Bombing of Yemeni schools by Saudi-led coalition leaves thousands out of education: Amnesty  #news,Bombing of Yemeni schools by Saudi-led coalition leaves thousands out of education: Amnesty #news,English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Society & Health,"['\\bschools\\b', '\\beducation\\b']","['\\bschools\\b', '\\beducation\\b']",[],[],2,0,0,25,,,
Alabama teacher arrested over her alleged sex act with student; Bin Laden had a will (10 Things to Know for Wednesday)  #news,Alabama teacher arrested over her alleged sex act with student; Bin Laden had a will (10 Things to Know for Wednesday) #news,English,local,NewsFeed,,0,IRAhandle_tweets_6.csv,Society & Health,"['\\bstudent\\b', '\\bteacher\\b']","['\\bstudent\\b', '\\bteacher\\b']",[],[],2,0,0,25,,,
#marketing How St. Jude Children's Research Hospital Creates A Desirable Place To Work https://t.co/YVI2zdRErK #news https://t.co/Z4v0K5n02D,#marketing How St. Jude Children's Research Hospital Creates A Desirable Place To Work #news,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_6.csv,Society & Health,"['\\bhospital\\b', '\\bchildren\\b']","['\\bhospital\\b', '\\bchildren\\b']",[],[],2,0,0,25,,,
State health officials remind residents to take precaution against Zika virus  #news,State health officials remind residents to take precaution against Zika virus #news,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Society & Health,"['\\bhealth\\b', '\\bvirus\\b']","['\\bhealth\\b', '\\bvirus\\b']",[],[],2,0,0,25,,,
Antonio Brown’s Charity Softball Game To Benefit Children’s Hospital Foundation  #news,Antonio Brown’s Charity Softball Game To Benefit Children’s Hospital Foundation #news,English,local,NewsFeed,,0,IRAhandle_tweets_8.csv,Society & Health,"['\\bhospital\\b', '\\bchildren\\b']","['\\bhospital\\b', '\\bchildren\\b']",[],[],2,0,0,25,,,
"California student, son of immigrants, accepted to every Ivy League school  #news","California student, son of immigrants, accepted to every Ivy League school #news",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_1.csv,Society & Health,"['\\bschool\\b', '\\bstudent\\b']","['\\bschool\\b', '\\bstudent\\b']",[],[],2,0,0,25,,,
Security Guard Fired After Incident With Student at Steel Valley Middle School  #news,Security Guard Fired After Incident With Student at Steel Valley Middle School #news,English,local,NewsFeed,,0,IRAhandle_tweets_8.csv,Society & Health,"['\\bschool\\b', '\\bstudent\\b']","['\\bschool\\b', '\\bstudent\\b']",[],[],2,0,0,25,,,
"Body set up by Saudi-led forces probes hits on Yemen school, hospital  #world #news","Body set up by Saudi-led forces probes hits on Yemen school, hospital #world #news",English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Society & Health,"['\\bhospital\\b', '\\bschool\\b']","['\\bhospital\\b', '\\bschool\\b']",[],[],2,0,0,25,,,
"#News #US Former teacher, student she abused discuss their marriage (The Arizona Republic) http://t.co/YkCIqDK8dP","#News #US Former teacher, student she abused discuss their marriage (The Arizona Republic)",English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Society & Health,"['\\bstudent\\b', '\\bteacher\\b']","['\\bstudent\\b', '\\bteacher\\b']",[],[],2,0,0,25,,,
Family With Infant Children Booted Off @Delta Flight And LIES About Allowing Infants in Seats https://t.co/4CqIdQUBs4 #news #deltafail https://t.co/gaDvpU2x1q,Family With Infant Children Booted Off Flight And LIES About Allowing Infants in Seats #news #deltafail,English,left,LeftTroll,,0,IRAhandle_tweets_4.csv,Society & Health,"['\\bchildren\\b', '\\bfamily\\b']","['\\bchildren\\b', '\\bfamily\\b']",[],[],2,0,0,25,,,
"With rare boost from Straus, House overwhelmingly approves cuts in sales, business taxes  #news","With rare boost from Straus, House overwhelmingly approves cuts in sales, business taxes #news",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Economy & Business,"['\\bbusiness\\b', '\\bsales\\b']","['\\bbusiness\\b', '\\bsales\\b']",[],[],2,0,0,25,,,
Gas prices are lower than they've been in nearly 10 years: Share your station's price #news https://t.co/FrWCz5grCQ,Gas prices are lower than they've been in nearly 10 years: Share your station's price #news,English,local,NewsFeed,,0,IRAhandle_tweets_6.csv,Economy & Business,"['\\bprice\\b', '\\bprices\\b']","['\\bprice\\b', '\\bprices\\b']",[],[],2,0,0,25,,,
EU relaxes trade rules with Jordan to create jobs for Syrian refugees  #world #news,EU relaxes trade rules with Jordan to create jobs for Syrian refugees #world #news,English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Economy & Business,"['\\btrade\\b', '\\bjobs\\b']","['\\btrade\\b', '\\bjobs\\b']",[],[],2,0,0,25,,,
‘Russian hackers’ penetrate US power grid with ‘outdated Ukrainian malware’ Is this Real or Fake? https://t.co/u31aeI3TcL,‘Russian hackers’ penetrate US power grid with ‘outdated Ukrainian malware’ Is this Real or Fake?,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\bmalware\\b', '\\bhackers\\b']","['\\bmalware\\b', '\\bhackers\\b']",[],[],2,0,0,24,,,
"1) No, you catch hackers after they've hacked by following the trail 2) No, they aren't all 400lb couch potatoes - who said that anyway? https://t.co/ea1LNHh3p2","1) No, you catch hackers after they've hacked by following the trail 2) No, they aren't all 400lb couch potatoes - who said that anyway?",English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bhackers\\b', '\\bhacked\\b']","['\\bhackers\\b', '\\bhacked\\b']",[],[],2,0,0,24,,,
CNN: Hackers working for the Chinese military are believed to be compiling a massive database of Americans -intelligence officials,CNN: Hackers working for the Chinese military are believed to be compiling a massive database of Americans -intelligence officials,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bdatabase\\b', '\\bhackers\\b']","['\\bdatabase\\b', '\\bhackers\\b']",[],[],2,0,0,24,,,
RESPAWNABLES #respawnables #madewithunity #Online #iOS #Resources #Download #games #Hacked https://t.co/thFDy8zWiS,RESPAWNABLES #respawnables #madewithunity #Online #iOS #Resources #Download #games #Hacked,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_6.csv,Technology & Cyber,"['\\bios\\b', '\\bhacked\\b']","['\\bios\\b', '\\bhacked\\b']",[],[],2,0,0,24,,,
#podestaemails27  https://t.co/zxpRlvHzrE WIKILEAKS 27: Five Countries Hacked Clinton's Private Server. Weiner Sent Women Hundreds of Texts,#podestaemails27 WIKILEAKS 27: Five Countries Hacked Clinton's Private Server. Weiner Sent Women Hundreds of Texts,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bserver\\b', '\\bhacked\\b']","['\\bserver\\b', '\\bhacked\\b']",[],[],2,0,0,24,,,
BUBBLE SHOOTER #bubbleshooter #Generator #madewithunity #videogame #Android #Gamer #indiegame #Hacked https://t.co/LRCajRBbE9,BUBBLE SHOOTER #bubbleshooter #Generator #madewithunity #videogame #Android #Gamer #indiegame #Hacked,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_6.csv,Technology & Cyber,"['\\bandroid\\b', '\\bhacked\\b']","['\\bandroid\\b', '\\bhacked\\b']",[],[],2,0,0,24,,,
The student's backpack is in the road. Victim's grandmother tells me he's 16 and was walking home from school. #ARNews https://t.co/bLVI7AfWvG,The student's backpack is in the road. Victim's grandmother tells me he's 16 and was walking home from school. #ARNews,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_4.csv,Society & Health,"['\\bschool\\b', '\\bstudent\\b']","['\\bschool\\b', '\\bstudent\\b']",[],[],2,0,0,24,,,
"Chelsea Fearce, a 17-year-old homeless student, graduated as valedictorian of her class at Charles Drew High School in Clayton County GA https://t.co/CqimOsPQz8","Chelsea Fearce, a 17-year-old homeless student, graduated as valedictorian of her class at Charles Drew High School in Clayton County GA",English,left,LeftTroll,,0,IRAhandle_tweets_2.csv,Society & Health,"['\\bschool\\b', '\\bstudent\\b']","['\\bschool\\b', '\\bstudent\\b']",[],[],2,0,0,24,,,
Baltimore teachers union attacks city schools leaders over contract negotiations https://t.co/leJYWZPUkh https://t.co/G1SVgU3k2m,Baltimore teachers union attacks city schools leaders over contract negotiations,English,local,NewsFeed,,0,IRAhandle_tweets_1.csv,Society & Health,"['\\bschools\\b', '\\bteachers\\b']","['\\bschools\\b', '\\bteachers\\b']",[],[],2,0,0,24,,,
"#PoliticsNation #SundayMorning #CNNSOTU #AMJoy President Trump donated his salary👍 1st quarter-Antietam National Battlefield  2nd quarter-Department of Education to host science, technology, engineering, and math camps for children  3rd quarter-HSS To Help Fight Opioid Epidemic https://t.co/StbdfCDbHa","#PoliticsNation #SundayMorning #CNNSOTU #AMJoy President Trump donated his salary👍 1st quarter-Antietam National Battlefield 2nd quarter-Department of Education to host science, technology, engineering, and math camps for children 3rd quarter-HSS To Help Fight Opioid Epidemic",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Society & Health,"['\\beducation\\b', '\\bchildren\\b']","['\\beducation\\b', '\\bchildren\\b']",[],[],2,0,0,24,,,
